codigo,datahora,prec,cota,vazao
14620000,2025-05-11 13:45:00,0.0,532.0,5288.67
14620000,2025-05-11 14:00:00,0.0,531.0,5273.91
14620000,2025-05-11 14:15:00,0.0,531.0,5273.91
14620000,2025-05-11 14:30:00,0.0,531.0,5273.91
14620000,2025-05-11 14:45:00,0.0,531.0,5273.91
14620000,2025-05-11 15:00:00,0.0,532.0,5288.67
14620000,2025-05-11 15:15:00,0.0,531.0,5273.91
14620000,2025-05-11 15:30:00,0.0,531.0,5273.91
14620000,2025-05-11 15:45:00,0.0,530.0,5259.16
14620000,2025-05-11 16:00:00,0.0,530.0,5259.16
14620000,2025-05-11 16:15:00,0.0,529.0,5244.43
14620000,2025-05-11 16:30:00,0.0,528.0,5229.73
14620000,2025-05-11 16:45:00,0.0,527.0,5215.04
14620000,2025-05-11 17:00:00,0.0,528.0,5229.73
14620000,2025-05-11 17:15:00,0.0,528.0,5229.73
14620000,2025-05-11 17:30:00,0.0,527.0,5215.04
14620000,2025-05-11 17:45:00,0.0,527.0,5215.04
14620000,2025-05-11 18:00:00,0.0,527.0,5215.04
14620000,2025-05-11 18:15:00,0.0,526.0,5200.37
14620000,2025-05-11 18:30:00,0.0,526.0,5200.37
14620000,2025-05-11 18:45:00,0.0,525.0,5185.72
14620000,2025-05-11 19:00:00,0.0,525.0,5185.72
14620000,2025-05-11 19:15:00,0.0,524.0,5171.09
14620000,2025-05-11 19:30:00,0.0,524.0,5171.09
14620000,2025-05-11 19:45:00,0.0,524.0,5171.09
14620000,2025-05-11 20:00:00,0.0,524.0,5171.09
14620000,2025-05-11 20:15:00,0.0,523.0,5156.48
14620000,2025-05-11 20:30:00,0.0,523.0,5156.48
14620000,2025-05-11 20:45:00,0.0,523.0,5156.48
14620000,2025-05-11 21:00:00,0.0,523.0,5156.48
14620000,2025-05-11 21:15:00,0.0,523.0,5156.48
14620000,2025-05-11 21:30:00,0.0,523.0,5156.48
14620000,2025-05-11 21:45:00,0.0,522.0,5141.89
14620000,2025-05-11 22:00:00,0.0,522.0,5141.89
14620000,2025-05-11 22:15:00,0.0,522.0,5141.89
14620000,2025-05-11 22:30:00,0.0,521.0,5127.32
14620000,2025-05-11 22:45:00,0.0,520.0,5112.77
14620000,2025-05-11 23:00:00,0.0,520.0,5112.77
14620000,2025-05-11 23:15:00,0.0,520.0,5112.77
14620000,2025-05-11 23:30:00,0.0,519.0,5098.24
14620000,2025-05-11 23:45:00,0.0,519.0,5098.24
14620000,2025-05-11 14:15:00.0,0.00,531.00,5273.91
14620000,2025-05-11 14:30:00.0,0.00,531.00,5273.91
14620000,2025-05-11 14:45:00.0,0.00,531.00,5273.91
14620000,2025-05-11 15:00:00.0,0.00,532.00,5288.67
14620000,2025-05-11 15:15:00.0,0.00,531.00,5273.91
14620000,2025-05-11 15:30:00.0,0.00,531.00,5273.91
14620000,2025-05-11 15:45:00.0,0.00,530.00,5259.16
14620000,2025-05-11 16:00:00.0,0.00,530.00,5259.16
14620000,2025-05-11 16:15:00.0,0.00,529.00,5244.43
14620000,2025-05-11 16:30:00.0,0.00,528.00,5229.73
14620000,2025-05-11 16:45:00.0,0.00,527.00,5215.04
14620000,2025-05-11 17:00:00.0,0.00,528.00,5229.73
14620000,2025-05-11 17:15:00.0,0.00,528.00,5229.73
14620000,2025-05-11 17:30:00.0,0.00,527.00,5215.04
14620000,2025-05-11 17:45:00.0,0.00,527.00,5215.04
14620000,2025-05-11 18:00:00.0,0.00,527.00,5215.04
14620000,2025-05-11 18:15:00.0,0.00,526.00,5200.37
14620000,2025-05-11 18:30:00.0,0.00,526.00,5200.37
14620000,2025-05-11 18:45:00.0,0.00,525.00,5185.72
14620000,2025-05-11 19:00:00.0,0.00,525.00,5185.72
14620000,2025-05-11 19:15:00.0,0.00,524.00,5171.09
14620000,2025-05-11 19:30:00.0,0.00,524.00,5171.09
14620000,2025-05-11 19:45:00.0,0.00,524.00,5171.09
14620000,2025-05-11 20:00:00.0,0.00,524.00,5171.09
14620000,2025-05-11 20:15:00.0,0.00,523.00,5156.48
14620000,2025-05-11 20:30:00.0,0.00,523.00,5156.48
14620000,2025-05-11 20:45:00.0,0.00,523.00,5156.48
14620000,2025-05-11 21:00:00.0,0.00,523.00,5156.48
14620000,2025-05-11 21:15:00.0,0.00,523.00,5156.48
14620000,2025-05-11 21:30:00.0,0.00,523.00,5156.48
14620000,2025-05-11 21:45:00.0,0.00,522.00,5141.89
14620000,2025-05-11 22:00:00.0,0.00,522.00,5141.89
14620000,2025-05-11 22:15:00.0,0.00,522.00,5141.89
14620000,2025-05-11 22:30:00.0,0.00,521.00,5127.32
14620000,2025-05-11 22:45:00.0,0.00,520.00,5112.77
14620000,2025-05-11 23:00:00.0,0.00,520.00,5112.77
14620000,2025-05-11 23:15:00.0,0.00,520.00,5112.77
14620000,2025-05-11 23:30:00.0,0.00,519.00,5098.24
14620000,2025-05-11 23:45:00.0,0.00,519.00,5098.24
14620000,2025-05-12 00:00:00.0,0.00,519.00,5098.24
14620000,2025-05-12 00:15:00.0,0.00,519.00,5098.24
14620000,2025-05-12 00:30:00.0,0.00,519.00,5098.24
14620000,2025-05-12 00:45:00.0,0.00,519.00,5098.24
14620000,2025-05-12 01:00:00.0,0.00,518.00,5083.73
14620000,2025-05-12 01:15:00.0,0.00,517.00,5069.24
14620000,2025-05-12 01:30:00.0,0.00,517.00,5069.24
14620000,2025-05-12 01:45:00.0,0.00,517.00,5069.24
14620000,2025-05-12 02:00:00.0,0.00,516.00,5054.76
14620000,2025-05-12 02:15:00.0,1.80,517.00,5069.24
14620000,2025-05-12 02:30:00.0,9.20,516.00,5054.76
14620000,2025-05-12 02:45:00.0,10.60,516.00,5054.76
14620000,2025-05-12 03:00:00.0,6.00,517.00,5069.24
14620000,2025-05-12 03:15:00.0,10.80,519.00,5098.24
14620000,2025-05-12 03:30:00.0,11.40,520.00,5112.77
14620000,2025-05-12 03:45:00.0,3.00,520.00,5112.77
14620000,2025-05-12 04:00:00.0,1.20,521.00,5127.32
14620000,2025-05-12 04:15:00.0,0.40,522.00,5141.89
14620000,2025-05-12 04:30:00.0,1.20,523.00,5156.48
14620000,2025-05-12 04:45:00.0,0.80,528.00,5229.73
14620000,2025-05-12 05:00:00.0,1.00,530.00,5259.16
14620000,2025-05-12 05:15:00.0,0.80,531.00,5273.91
14620000,2025-05-12 05:30:00.0,0.20,528.00,5229.73
14620000,2025-05-12 05:45:00.0,0.20,526.00,5200.37
14620000,2025-05-12 06:00:00.0,0.00,524.00,5171.09
14620000,2025-05-12 06:15:00.0,0.00,521.00,5127.32
14620000,2025-05-12 06:30:00.0,0.00,518.00,5083.73
14620000,2025-05-12 06:45:00.0,0.00,516.00,5054.76
14620000,2025-05-12 07:00:00.0,0.00,514.00,5025.88
14620000,2025-05-12 07:15:00.0,0.00,515.00,5040.31
14620000,2025-05-12 07:30:00.0,0.00,515.00,5040.31
14620000,2025-05-12 07:45:00.0,0.00,513.00,5011.46
14620000,2025-05-12 08:00:00.0,0.00,512.00,4997.07
14620000,2025-05-12 08:15:00.0,0.00,512.00,4997.07
14620000,2025-05-12 08:30:00.0,0.00,513.00,5011.46
14620000,2025-05-12 08:45:00.0,0.00,513.00,5011.46
14620000,2025-05-12 09:00:00.0,0.00,512.00,4997.07
14620000,2025-05-12 09:15:00.0,0.00,513.00,5011.46
14620000,2025-05-12 09:30:00.0,0.00,510.00,4968.34
14620000,2025-05-12 09:45:00.0,0.00,510.00,4968.34
14620000,2025-05-12 10:00:00.0,0.00,510.00,4968.34
14620000,2025-05-12 10:15:00.0,0.00,509.00,4954.00
14620000,2025-05-12 10:30:00.0,0.00,509.00,4954.00
14620000,2025-05-12 10:45:00.0,0.00,508.00,4939.69
14620000,2025-05-12 11:00:00.0,0.00,508.00,4939.69
14620000,2025-05-12 11:15:00.0,0.00,507.00,4925.39
14620000,2025-05-12 11:30:00.0,0.00,507.00,4925.39
14620000,2025-05-12 11:45:00.0,0.00,507.00,4925.39
14620000,2025-05-12 12:00:00.0,0.00,505.00,4896.86
14620000,2025-05-12 12:15:00.0,0.00,505.00,4896.86
14620000,2025-05-12 12:30:00.0,0.00,505.00,4896.86
14620000,2025-05-12 12:45:00.0,0.00,505.00,4896.86
14620000,2025-05-12 13:00:00.0,0.00,505.00,4896.86
14620000,2025-05-12 13:15:00.0,0.00,504.00,4882.62
14620000,2025-05-12 13:30:00.0,0.00,503.00,4868.40
