codigo,datahora,prec,cota,vazao
14740000,2025-05-11 13:45:00,0.0,329.0,158.21
14740000,2025-05-11 14:00:00,0.0,328.0,157.29
14740000,2025-05-11 14:15:00,0.0,327.0,156.37
14740000,2025-05-11 14:30:00,0.0,326.0,155.46
14740000,2025-05-11 14:45:00,0.0,326.0,155.46
14740000,2025-05-11 15:00:00,0.0,325.0,154.55
14740000,2025-05-11 15:15:00,0.0,325.0,154.55
14740000,2025-05-11 15:30:00,0.0,324.0,153.64
14740000,2025-05-11 15:45:00,0.0,323.0,152.73
14740000,2025-05-11 16:00:00,0.0,323.0,152.73
14740000,2025-05-11 16:15:00,0.0,323.0,152.73
14740000,2025-05-11 16:30:00,0.0,322.0,151.83
14740000,2025-05-11 16:45:00,0.0,321.0,150.92
14740000,2025-05-11 17:00:00,0.0,321.0,150.92
14740000,2025-05-11 17:15:00,0.0,320.0,150.02
14740000,2025-05-11 17:30:00,0.0,320.0,150.02
14740000,2025-05-11 17:45:00,0.0,319.0,149.12
14740000,2025-05-11 18:00:00,0.0,319.0,149.12
14740000,2025-05-11 18:15:00,0.0,318.0,148.23
14740000,2025-05-11 18:30:00,0.0,318.0,148.23
14740000,2025-05-11 18:45:00,0.0,317.0,147.34
14740000,2025-05-11 19:00:00,0.0,317.0,147.34
14740000,2025-05-11 19:15:00,0.0,316.0,146.45
14740000,2025-05-11 19:30:00,0.0,316.0,146.45
14740000,2025-05-11 19:45:00,0.0,315.0,145.56
14740000,2025-05-11 20:00:00,0.0,315.0,145.56
14740000,2025-05-11 20:15:00,0.0,315.0,145.56
14740000,2025-05-11 20:30:00,0.0,314.0,144.67
14740000,2025-05-11 20:45:00,0.0,314.0,144.67
14740000,2025-05-11 21:00:00,0.0,314.0,144.67
14740000,2025-05-11 21:15:00,0.0,313.0,143.79
14740000,2025-05-11 21:30:00,0.0,313.0,143.79
14740000,2025-05-11 21:45:00,0.0,312.0,142.91
14740000,2025-05-11 22:00:00,0.0,312.0,142.91
14740000,2025-05-11 22:15:00,0.0,311.0,142.03
14740000,2025-05-11 22:30:00,0.0,311.0,142.03
14740000,2025-05-11 22:45:00,0.0,311.0,142.03
14740000,2025-05-11 23:00:00,0.0,310.0,141.15
14740000,2025-05-11 23:15:00,0.0,310.0,141.15
14740000,2025-05-11 23:30:00,0.0,310.0,141.15
14740000,2025-05-11 23:45:00,0.0,310.0,141.15
14740000,2025-05-11 14:15:00.0,0.00,327.00,156.37
14740000,2025-05-11 14:30:00.0,0.00,326.00,155.46
