codigo,datahora,prec,cota,vazao
14710000,2025-05-11 23:45:00.0,0.00,610.00,6043.00
14710000,2025-05-12 00:00:00.0,0.00,611.00,6057.87
14710000,2025-05-12 00:15:00.0,0.00,611.00,6057.87
14710000,2025-05-12 00:30:00.0,0.00,611.00,6057.87
14710000,2025-05-12 00:45:00.0,0.00,611.00,6057.87
14710000,2025-05-12 01:00:00.0,0.00,611.00,6057.87
14710000,2025-05-12 01:15:00.0,0.00,611.00,6057.87
14710000,2025-05-12 01:30:00.0,0.00,611.00,6057.87
14710000,2025-05-12 01:45:00.0,0.00,611.00,6057.87
14710000,2025-05-12 02:00:00.0,0.60,611.00,6057.87
14710000,2025-05-12 02:15:00.0,0.20,612.00,6072.74
14710000,2025-05-12 02:30:00.0,0.00,611.00,6057.87
14710000,2025-05-12 02:45:00.0,0.00,612.00,6072.74
14710000,2025-05-12 03:00:00.0,0.00,612.00,6072.74
14710000,2025-05-12 03:15:00.0,0.00,612.00,6072.74
14710000,2025-05-12 03:30:00.0,0.00,612.00,6072.74
14710000,2025-05-12 03:45:00.0,0.00,612.00,6072.74
14710000,2025-05-12 04:00:00.0,0.00,612.00,6072.74
14710000,2025-05-12 04:15:00.0,0.00,612.00,6072.74
14710000,2025-05-12 04:30:00.0,0.00,612.00,6072.74
14710000,2025-05-12 04:45:00.0,0.00,612.00,6072.74
14710000,2025-05-12 05:00:00.0,0.00,612.00,6072.74
14710000,2025-05-12 05:15:00.0,0.00,612.00,6072.74
14710000,2025-05-12 05:30:00.0,0.00,612.00,6072.74
14710000,2025-05-12 05:45:00.0,0.00,612.00,6072.74
14710000,2025-05-12 06:00:00.0,0.00,613.00,6087.64
14710000,2025-05-12 06:15:00.0,0.20,613.00,6087.64
14710000,2025-05-12 06:30:00.0,1.00,613.00,6087.64
14710000,2025-05-12 06:45:00.0,0.00,613.00,6087.64
14710000,2025-05-12 07:00:00.0,0.00,613.00,6087.64
14710000,2025-05-12 07:15:00.0,0.60,613.00,6087.64
14710000,2025-05-12 07:30:00.0,0.00,613.00,6087.64
14710000,2025-05-12 07:45:00.0,0.20,613.00,6087.64
14710000,2025-05-12 08:00:00.0,0.60,613.00,6087.64
14710000,2025-05-12 08:15:00.0,0.20,613.00,6087.64
14710000,2025-05-12 08:30:00.0,0.00,614.00,6102.56
14710000,2025-05-12 08:45:00.0,0.00,614.00,6102.56
14710000,2025-05-12 09:00:00.0,0.00,613.00,6087.64
14710000,2025-05-12 09:15:00.0,0.00,614.00,6102.56
14710000,2025-05-12 09:30:00.0,0.00,614.00,6102.56
14710000,2025-05-12 09:45:00.0,0.00,614.00,6102.56
14710000,2025-05-12 10:00:00.0,0.00,614.00,6102.56
14710000,2025-05-12 10:15:00.0,0.00,613.00,6087.64
14710000,2025-05-12 10:30:00.0,0.00,614.00,6102.56
14710000,2025-05-12 10:45:00.0,0.00,614.00,6102.56
14710000,2025-05-12 11:00:00.0,0.00,613.00,6087.64
14710000,2025-05-12 11:15:00.0,0.00,613.00,6087.64
14710000,2025-05-12 11:30:00.0,0.00,614.00,6102.56
14710000,2025-05-12 11:45:00.0,0.00,614.00,6102.56
14710000,2025-05-12 12:00:00.0,0.00,614.00,6102.56
14710000,2025-05-12 12:15:00.0,0.00,615.00,6117.50
14710000,2025-05-12 12:30:00.0,0.00,615.00,6117.50
14710000,2025-05-12 12:45:00.0,0.00,614.00,6102.56
14710000,2025-05-12 13:00:00.0,0.00,615.00,6117.50
14710000,2025-05-12 13:15:00.0,0.00,614.00,6102.56
