codigo,datahora,prec,cota,vazao
14527000,2025-05-11 20:45:00.0,0.00,817.00,896.70
14527000,2025-05-11 21:00:00.0,0.00,817.00,896.70
14527000,2025-05-11 21:15:00.0,0.00,816.00,893.36
14527000,2025-05-11 21:30:00.0,0.00,816.00,893.36
14527000,2025-05-11 21:45:00.0,0.00,815.00,890.02
14527000,2025-05-11 22:00:00.0,0.00,814.00,886.69
14527000,2025-05-11 22:15:00.0,0.00,814.00,886.69
14527000,2025-05-11 22:30:00.0,0.00,813.00,883.36
14527000,2025-05-11 22:45:00.0,0.00,813.00,883.36
14527000,2025-05-11 23:00:00.0,0.00,812.00,880.04
14527000,2025-05-11 23:15:00.0,0.00,812.00,880.04
14527000,2025-05-11 23:30:00.0,0.00,811.00,876.72
14527000,2025-05-11 23:45:00.0,0.00,811.00,876.72
14527000,2025-05-12 00:00:00.0,0.00,810.00,873.41
14527000,2025-05-12 00:15:00.0,0.00,810.00,873.41
14527000,2025-05-12 00:30:00.0,0.00,809.00,870.11
14527000,2025-05-12 00:45:00.0,0.00,809.00,870.11
14527000,2025-05-12 01:00:00.0,0.00,808.00,866.81
14527000,2025-05-12 01:15:00.0,0.00,808.00,866.81
14527000,2025-05-12 01:30:00.0,0.00,808.00,866.81
14527000,2025-05-12 01:45:00.0,0.00,807.00,863.52
14527000,2025-05-12 02:00:00.0,0.00,807.00,863.52
14527000,2025-05-12 02:15:00.0,0.00,807.00,863.52
14527000,2025-05-12 02:30:00.0,0.00,806.00,860.23
14527000,2025-05-12 02:45:00.0,0.00,806.00,860.23
14527000,2025-05-12 03:00:00.0,0.00,806.00,860.23
14527000,2025-05-12 03:15:00.0,0.00,805.00,856.95
14527000,2025-05-12 03:30:00.0,0.00,805.00,856.95
14527000,2025-05-12 03:45:00.0,0.00,805.00,856.95
14527000,2025-05-12 04:00:00.0,0.00,804.00,853.67
14527000,2025-05-12 04:15:00.0,0.00,804.00,853.67
14527000,2025-05-12 04:30:00.0,0.00,804.00,853.67
14527000,2025-05-12 04:45:00.0,0.00,803.00,850.40
14527000,2025-05-12 05:00:00.0,0.00,803.00,850.40
14527000,2025-05-12 05:15:00.0,0.00,803.00,850.40
14527000,2025-05-12 05:30:00.0,0.00,802.00,847.14
14527000,2025-05-12 05:45:00.0,0.00,803.00,850.40
14527000,2025-05-12 06:00:00.0,0.00,802.00,847.14
14527000,2025-05-12 06:15:00.0,0.00,802.00,847.14
14527000,2025-05-12 06:30:00.0,0.00,801.00,843.88
14527000,2025-05-12 06:45:00.0,0.00,801.00,843.88
14527000,2025-05-12 07:00:00.0,0.00,801.00,843.88
14527000,2025-05-12 07:15:00.0,0.00,801.00,843.88
14527000,2025-05-12 07:30:00.0,0.00,800.00,840.63
14527000,2025-05-12 07:45:00.0,0.00,801.00,843.88
14527000,2025-05-12 08:00:00.0,0.00,800.00,840.63
14527000,2025-05-12 08:15:00.0,0.00,800.00,840.63
14527000,2025-05-12 08:30:00.0,0.00,800.00,840.63
14527000,2025-05-12 08:45:00.0,0.00,800.00,840.63
14527000,2025-05-12 09:00:00.0,0.00,799.00,837.38
14527000,2025-05-12 09:15:00.0,0.00,799.00,837.38
14527000,2025-05-12 09:30:00.0,0.00,799.00,837.38
14527000,2025-05-12 09:45:00.0,0.00,799.00,837.38
14527000,2025-05-12 10:00:00.0,0.00,799.00,837.38
14527000,2025-05-12 10:15:00.0,0.00,799.00,837.38
14527000,2025-05-12 10:30:00.0,0.00,799.00,837.38
14527000,2025-05-12 10:45:00.0,0.00,799.00,837.38
14527000,2025-05-12 11:00:00.0,0.00,798.00,834.14
14527000,2025-05-12 11:15:00.0,0.00,799.00,837.38
14527000,2025-05-12 11:30:00.0,0.00,798.00,834.14
14527000,2025-05-12 11:45:00.0,0.00,798.00,834.14
14527000,2025-05-12 12:00:00.0,0.00,798.00,834.14
14527000,2025-05-12 12:15:00.0,0.00,798.00,834.14
14527000,2025-05-12 12:30:00.0,0.00,798.00,834.14
14527000,2025-05-12 12:45:00.0,0.00,798.00,834.14
14527000,2025-05-12 13:00:00.0,0.00,798.00,834.14
14527000,2025-05-12 13:15:00.0,0.00,798.00,834.14
14527000,2025-05-12 13:30:00.0,0.00,798.00,834.14
